Date  ,Time,HumidityHive,TemperatureHive,WatervapourdenHive,TemperatureOutside,Barometer,HumidyOutside,Rain,WindSpeed,WindDir
4/20/2013,12:00:00,60.57,31.94,20.381,2.277780,1020.90,93,0.00,0.00,-1
4/20/2013,12:10:00,62.78,31.68,20.833,2.333330,1020.97,93,0.20,1.61,180
4/20/2013,12:20:00,61.29,31.86,20.535,2.333330,1020.97,93,0.20,0.00,135
4/20/2013,12:30:00,61.59,31.68,20.438,2.333330,1021.00,93,0.20,1.61,135
4/20/2013,12:40:00,67.52,31.7,22.43,2.277780,1020.90,93,0.00,0.00,135
4/20/2013,12:50:00,62.46,31.52,20.55,2.277780,1020.76,93,0.00,0.00,157
4/20/2013,13:00:00,61.18,31.72,20.346,2.444440,1020.90,93,0.00,1.61,225
4/20/2013,13:10:00,61.23,31.8,20.449,2.555560,1021.03,94,0.00,3.22,247
4/20/2013,13:20:00,61.35,31.91,20.61,2.555560,1020.93,94,0.00,0.00,247
4/20/2013,13:30:00,57.65,31.84,19.295,2.666670,1020.90,94,0.00,1.61,247
4/20/2013,13:40:00,61.38,31.71,20.401,2.777780,1020.73,94,0.00,0.00,202
4/20/2013,13:50:00,61.23,31.73,20.373,2.777780,1020.69,94,0.20,0.00,202
4/20/2013,14:00:00,59.88,31.74,19.935,3.000000,1020.76,94,0.20,0.00,202
4/20/2013,14:10:00,61.18,31.74,20.367,3.277780,1020.69,94,0.00,1.61,270
4/20/2013,14:20:00,61.7,31.83,20.639,3.388890,1020.52,94,0.00,1.61,315
4/20/2013,14:30:00,61.33,31.73,20.406,3.555560,1020.80,94,0.00,0.00,315
4/20/2013,14:40:00,61.28,31.64,20.292,3.777780,1020.86,94,0.20,1.61,315
4/20/2013,14:50:00,61.54,31.78,20.531,3.888890,1020.93,94,0.20,1.61,315
4/20/2013,15:00:00,62.64,31.88,21.01,4.000000,1020.66,94,0.00,3.22,315
4/20/2013,15:10:00,62.21,31.65,20.611,4.166670,1020.52,94,0.00,4.83,337
4/20/2013,15:20:00,62.68,31.62,20.733,4.222220,1020.80,94,0.20,1.61,315
4/20/2013,15:30:00,60.14,31.69,19.968,4.333330,1020.69,94,0.00,3.22,337
4/20/2013,15:40:00,61.69,31.59,20.373,4.444450,1020.76,94,0.00,1.61,337
4/20/2013,15:50:00,61.68,31.5,20.272,4.444450,1020.63,94,0.20,6.44,315
4/20/2013,16:00:00,61.17,31.57,20.18,4.500000,1020.56,93,0.00,6.44,337
4/20/2013,16:10:00,59.2,31.6,19.561,4.500000,1020.56,93,0.00,4.83,337
4/20/2013,16:20:00,60.34,31.69,20.034,4.555560,1020.59,94,0.00,3.22,315
4/20/2013,16:30:00,59.31,31.57,19.566,4.611110,1020.90,94,0.00,0.00,315
4/20/2013,16:40:00,61.33,31.72,20.395,4.611110,1020.86,93,0.20,0.00,315
4/20/2013,16:50:00,61.48,31.53,20.239,4.666670,1020.73,93,0.00,1.61,315
4/20/2013,17:00:00,57.43,31.66,19.037,4.666670,1020.97,93,0.00,0.00,315
4/20/2013,17:10:00,60.03,31.68,19.921,4.777780,1020.86,93,0.00,1.61,315
4/20/2013,17:20:00,60.14,31.73,20.01,4.833330,1020.97,94,0.00,0.00,315
4/20/2013,17:30:00,62.93,31.51,20.694,4.777780,1020.97,93,0.00,0.00,315
4/20/2013,17:40:00,61.17,31.59,20.202,4.833330,1020.97,94,0.00,1.61,315
4/20/2013,17:50:00,59.83,31.64,19.812,4.777780,1021.00,93,0.00,3.22,337
4/20/2013,18:00:00,60.74,31.43,19.889,4.722220,1021.07,93,0.00,0.00,-1
4/20/2013,18:10:00,59.2,31.54,19.499,4.777780,1020.97,94,0.00,0.00,337
4/20/2013,18:20:00,58.16,31.68,19.3,4.833330,1020.73,94,0.00,0.00,337
4/20/2013,18:30:00,57.85,31.64,19.156,4.888890,1020.76,94,0.00,0.00,337
4/20/2013,18:40:00,63.04,31.54,20.764,4.944450,1020.52,94,0.00,0.00,337
4/20/2013,18:50:00,58.79,31.65,19.478,4.944450,1020.46,94,0.00,0.00,-1
4/20/2013,19:00:00,61.37,31.5,20.17,4.944450,1020.46,94,0.00,1.61,337
4/20/2013,19:10:00,58.83,31.56,19.398,4.944450,1020.66,94,0.00,1.61,337
4/20/2013,19:20:00,61.16,31.54,20.144,5.000000,1020.73,99,0.00,0.00,337
4/20/2013,19:30:00,60.76,31.63,20.109,5.055550,1020.80,94,0.00,1.61,337
4/20/2013,19:40:00,63.19,31.55,20.824,5.055550,1020.63,94,0.00,1.61,337
4/20/2013,19:50:00,62.26,31.66,20.639,5.000000,1020.52,94,0.20,1.61,315
4/20/2013,20:00:00,61.07,31.66,20.244,4.944450,1020.63,94,0.00,0.00,-1
4/20/2013,20:10:00,61.48,31.57,20.282,4.888890,1020.86,94,0.00,0.00,-1
4/20/2013,20:20:00,60.23,31.57,19.87,4.888890,1020.86,94,0.00,0.00,-1
4/20/2013,20:30:00,60.83,31.25,19.727,4.777780,1020.76,94,0.00,0.00,315
4/20/2013,20:40:00,61.1,31.41,19.985,4.722220,1020.83,94,0.00,0.00,-1
4/20/2013,20:50:00,64.08,31.62,21.196,4.722220,1020.86,94,0.00,0.00,315
4/20/2013,21:00:00,63.23,31.36,20.626,4.722220,1020.69,94,0.00,0.00,-1
4/20/2013,21:10:00,62.82,31.46,20.603,4.666670,1020.90,94,0.00,0.00,315
4/20/2013,21:20:00,62.72,31.49,20.603,4.666670,1020.90,94,0.00,0.00,-1
4/20/2013,21:30:00,62.3,31.45,20.421,4.722220,1020.93,94,0.20,0.00,-1
4/20/2013,21:40:00,60.43,31.49,19.851,4.833330,1020.86,95,0.00,0.00,-1
4/20/2013,21:50:00,63.55,31.43,20.809,4.833330,1020.76,94,0.00,0.00,-1
4/20/2013,22:00:00,62.24,31.29,20.228,4.722220,1020.76,94,0.00,0.00,315
4/20/2013,22:10:00,62.72,31.54,20.658,4.611110,1020.93,94,0.00,0.00,315
4/20/2013,22:20:00,61.89,31.52,20.363,4.500000,1020.90,94,0.00,1.61,315
4/20/2013,22:30:00,63.14,31.51,20.763,4.500000,1020.90,95,0.00,0.00,-1
4/20/2013,22:40:00,62.7,31.23,20.312,4.611110,1020.83,95,0.00,0.00,-1
4/20/2013,22:50:00,62.78,31.55,20.689,4.666670,1020.76,94,0.00,0.00,-1
4/20/2013,23:00:00,61.68,31.51,20.283,4.722220,1020.66,95,0.00,0.00,-1
4/20/2013,23:10:00,62.51,31.39,20.424,4.777780,1020.59,95,0.00,0.00,-1
4/20/2013,23:20:00,59.92,31.53,19.725,4.833330,1020.59,95,0.00,0.00,-1
4/20/2013,23:30:00,62.72,31.55,20.669,4.833330,1020.66,95,0.00,0.00,-1
4/20/2013,23:40:00,60.01,31.4,19.618,4.777780,1020.59,95,0.00,0.00,315
4/20/2013,23:50:00,59.91,31.37,19.554,4.777780,1020.42,95,0.00,1.61,315
4/21/2013,0:00:00,58.99,31.59,19.482,4.722220,1020.39,95,0.00,0.00,-1
4/21/2013,0:10:00,62.92,31.33,20.492,4.722220,1020.46,95,0.00,0.00,-1
4/21/2013,0:20:00,62.88,31.48,20.644,4.722220,1020.39,95,0.00,0.00,315
4/21/2013,0:30:00,60.84,31.41,19.9,4.777780,1020.36,95,0.00,0.00,-1
4/21/2013,0:40:00,63.84,31.18,20.626,4.722220,1020.32,95,0.00,0.00,-1
4/21/2013,0:50:00,61.87,31.22,20.032,4.722220,1020.29,95,0.00,0.00,-1
4/21/2013,1:00:00,61.78,31.4,20.197,4.722220,1020.12,95,0.00,0.00,-1
4/21/2013,1:10:00,61.16,31.45,20.048,4.722220,1020.05,95,0.00,0.00,-1
4/21/2013,1:20:00,61.21,31.52,20.139,4.666670,1020.12,95,0.00,0.00,-1
4/21/2013,1:30:00,62.92,31.33,20.492,4.666670,1019.85,95,0.00,0.00,-1
4/21/2013,1:40:00,61.15,31.39,19.98,4.666670,1019.85,95,0.20,0.00,-1
4/21/2013,1:50:00,60.12,31.42,19.675,4.666670,1019.81,95,0.00,0.00,-1
4/21/2013,2:00:00,63.55,31.41,20.786,4.722220,1019.71,95,0.00,0.00,-1
4/21/2013,2:10:00,64.37,31.26,20.886,4.722220,1019.58,95,0.00,0.00,-1
4/21/2013,2:20:00,58.6,31.26,19.014,4.722220,1019.68,95,0.00,0.00,315
4/21/2013,2:30:00,62.96,31.28,20.451,4.722220,1019.51,95,0.00,0.00,-1
4/21/2013,2:40:00,60.32,31.41,19.73,4.666670,1019.37,95,0.00,0.00,-1
4/21/2013,2:50:00,61.15,31.34,19.927,4.666670,1019.24,95,0.00,0.00,-1
4/21/2013,3:00:00,61.67,31.38,20.139,4.666670,1019.17,95,0.00,0.00,-1
4/21/2013,3:10:00,63.33,31.27,20.56,4.722220,1019.31,95,0.00,1.61,315
4/21/2013,3:20:00,62.72,31.46,20.57,4.722220,1019.41,95,0.00,0.00,-1
4/21/2013,3:30:00,61.15,31.27,19.852,4.722220,1019.27,95,0.00,0.00,-1
4/21/2013,3:40:00,60.42,31.32,19.668,4.722220,1019.20,95,0.00,0.00,-1
4/21/2013,3:50:00,62.91,31.29,20.445,4.722220,1019.14,95,0.00,0.00,-1
4/21/2013,4:00:00,62.72,31.43,20.537,4.666670,1019.20,95,0.00,0.00,-1
4/21/2013,4:10:00,60.53,31.33,19.714,4.666670,1018.93,95,0.00,0.00,-1
4/21/2013,4:20:00,61.33,30.95,19.572,4.722220,1019.00,95,0.00,0.00,-1
4/21/2013,4:30:00,62.48,31.06,20.057,4.722220,1019.03,95,0.00,0.00,315
4/21/2013,4:40:00,63.84,31.23,20.681,4.722220,1018.93,95,0.00,0.00,-1
4/21/2013,4:50:00,57.1,31.39,18.657,4.722220,1018.93,95,0.20,0.00,-1
4/21/2013,5:00:00,63.14,31.51,20.763,4.722220,1019.03,95,0.00,1.61,315
4/21/2013,5:10:00,62.2,31.47,20.41,4.722220,1019.07,95,0.00,0.00,-1
4/21/2013,5:20:00,61.37,31.54,20.213,4.777780,1019.07,95,0.00,0.00,-1
4/21/2013,5:30:00,63.23,31.38,20.649,4.777780,1019.10,95,0.00,0.00,-1
4/21/2013,5:40:00,61.9,31.61,20.465,4.722220,1019.03,95,0.00,0.00,315
4/21/2013,5:50:00,59.51,31.5,19.559,4.777780,1019.10,95,0.00,1.61,315
4/21/2013,6:00:00,59.2,31.55,19.509,4.777780,1019.07,95,0.00,0.00,315
4/21/2013,6:10:00,61.66,31.2,19.943,4.722220,1019.00,95,0.00,0.00,315
4/21/2013,6:20:00,64.27,31.41,21.022,4.666670,1018.83,95,0.20,0.00,315
4/21/2013,6:30:00,60.02,31.49,19.716,4.666670,1018.90,95,0.00,0.00,315
4/21/2013,6:40:00,62.94,31.66,20.864,4.722220,1018.97,95,0.00,0.00,315
4/21/2013,6:50:00,63.63,31.11,20.481,4.777780,1019.03,95,0.00,1.61,315
4/21/2013,7:00:00,62.2,31.45,20.388,4.777780,1019.24,95,0.00,0.00,315
4/21/2013,7:10:00,60.42,31.35,19.699,4.777780,1019.31,95,0.00,0.00,315
4/21/2013,7:20:00,56.95,31.44,18.658,4.833330,1019.31,95,0.00,1.61,315
4/21/2013,7:30:00,59.51,31.52,19.58,4.888890,1019.41,95,0.00,0.00,315
4/21/2013,7:40:00,64.68,31.34,21.077,4.944450,1019.51,95,0.00,1.61,225
4/21/2013,7:50:00,62.11,31.67,20.6,5.000000,1019.54,95,0.00,1.61,157
4/21/2013,8:00:00,61.16,31.41,20.005,4.944450,1019.68,95,0.00,1.61,157
4/21/2013,8:10:00,61.33,31.62,20.287,5.055550,1019.68,95,0.00,1.61,157
4/21/2013,8:20:00,57.94,31.52,19.063,5.055550,1019.64,95,0.00,1.61,157
4/21/2013,8:30:00,61.9,31.61,20.465,5.055550,1019.75,95,0.20,0.00,135
4/21/2013,8:40:00,60.69,31.47,19.915,5.166670,1019.71,95,0.00,0.00,157
4/21/2013,8:50:00,60.64,31.44,19.867,5.166670,1019.88,95,0.00,1.61,157
4/21/2013,9:00:00,61.64,31.69,20.466,5.166670,1019.88,95,0.00,1.61,157
4/21/2013,9:10:00,59.98,31.62,19.84,5.277780,1019.92,95,0.00,1.61,157
4/21/2013,9:20:00,61.17,31.58,20.191,5.388890,1019.81,96,0.00,1.61,157
4/21/2013,9:30:00,61.78,31.46,20.262,5.500000,1019.61,96,0.00,1.61,157
4/21/2013,9:40:00,61.68,31.49,20.261,5.500000,1019.61,96,0.00,1.61,157
4/21/2013,9:50:00,63.24,31.48,20.763,5.500000,1019.78,96,0.00,3.22,135
4/21/2013,10:00:00,61.68,31.47,20.24,5.611110,1019.75,95,0.00,3.22,157
4/21/2013,10:10:00,57.8,31.71,19.211,5.555550,1019.78,95,0.00,1.61,157
4/21/2013,10:20:00,63.64,31.28,20.672,5.555550,1019.68,95,0.00,1.61,157
4/21/2013,10:30:00,61.53,31.52,20.244,5.666670,1019.81,95,0.00,0.00,202
4/21/2013,10:40:00,59.66,31.43,19.535,5.722220,1019.61,95,0.00,0.00,180
4/21/2013,10:50:00,61.83,31.47,20.289,5.722220,1019.71,96,0.00,1.61,202
4/21/2013,11:00:00,61.35,31.29,19.938,5.833330,1019.78,96,0.00,1.61,202
4/21/2013,11:10:00,60.64,31.49,19.92,5.944450,1019.78,95,0.00,1.61,202
4/21/2013,11:20:00,59.76,31.39,19.526,5.944450,1019.78,95,0.00,1.61,202
4/21/2013,11:30:00,58.77,31.36,19.172,6.055560,1019.81,95,0.00,0.00,180
4/21/2013,11:40:00,58.61,31.4,19.16,6.055560,1019.75,95,0.00,1.61,180
4/21/2013,11:50:00,59.7,31.29,19.402,6.333330,1019.51,95,0.00,1.61,180
4/21/2013,12:00:00,54.91,31.1,17.665,6.444440,1019.41,95,0.00,0.00,202
4/21/2013,12:10:00,60.36,31.17,19.491,6.555550,1019.41,95,0.00,0.00,202
4/21/2013,12:20:00,66.91,31.23,21.676,6.611110,1019.37,95,0.00,1.61,180
4/21/2013,12:30:00,60.73,31.22,19.663,6.722220,1019.41,95,0.00,0.00,180
4/21/2013,12:40:00,66.42,31.12,21.39,7.111110,1019.31,95,0.00,0.00,180
4/21/2013,12:50:00,72.61,30.8,22.985,6.888890,1019.31,95,0.00,0.00,180
4/21/2013,13:00:00,80.21,30.72,25.282,7.166670,1019.27,94,0.00,0.00,180
4/21/2013,13:10:00,69.72,30.69,21.94,7.166670,1019.27,94,0.00,1.61,247
4/21/2013,13:20:00,71.02,30.84,22.53,7.222220,1019.14,94,0.00,0.00,247
4/21/2013,13:30:00,65.82,30.56,20.568,7.444450,1019.17,94,0.00,0.00,247
4/21/2013,13:40:00,68.85,30.78,21.772,7.555550,1019.24,93,0.00,0.00,247
4/21/2013,13:50:00,75.72,30.35,23.396,7.555550,1019.07,92,0.00,0.00,247
4/21/2013,14:00:00,74.96,30.47,23.311,7.611110,1018.97,92,0.00,0.00,247
4/21/2013,14:10:00,73.47,30.47,22.848,7.833330,1018.87,92,0.00,0.00,247
4/21/2013,14:20:00,75.42,30.44,23.416,8.000000,1018.83,92,0.00,1.61,315
4/21/2013,14:30:00,76.23,30.39,23.604,8.111110,1018.87,91,0.00,1.61,315
4/21/2013,14:40:00,75.53,30.52,23.552,8.000000,1018.90,91,0.00,1.61,315
4/21/2013,14:50:00,69.66,30.6,21.815,8.111110,1018.87,90,0.00,1.61,315
4/21/2013,15:00:00,72.02,30.36,22.264,8.055560,1018.80,90,0.00,3.22,270
4/21/2013,15:10:00,69.86,30.5,21.76,8.333330,1018.73,90,0.00,1.61,292
4/21/2013,15:20:00,74.85,30.39,23.177,8.388890,1018.70,89,0.00,1.61,247
4/21/2013,15:30:00,68.04,30.25,20.91,8.388890,1018.63,89,0.00,1.61,270
4/21/2013,15:40:00,68.49,30.02,20.788,8.500000,1018.56,88,0.00,1.61,292
4/21/2013,15:50:00,68.65,30.17,21.006,8.666670,1018.53,88,0.00,1.61,270
4/21/2013,16:00:00,71.24,30.21,21.846,8.666670,1018.49,87,0.00,1.61,292
4/21/2013,16:10:00,70.81,30.04,21.515,8.722220,1018.39,87,0.00,1.61,292
4/21/2013,16:20:00,71.37,29.96,21.592,8.722220,1018.32,87,0.00,1.61,292
4/21/2013,16:30:00,71.43,30.01,21.668,8.777780,1018.36,87,0.00,1.61,292
4/21/2013,16:40:00,70.19,29.97,21.246,8.722220,1018.39,86,0.00,3.22,247
4/21/2013,16:50:00,71.53,29.88,21.547,8.722220,1018.39,86,0.00,0.00,270
4/21/2013,17:00:00,72.55,29.82,21.783,8.555560,1018.29,86,0.00,1.61,247
4/21/2013,17:10:00,71.73,29.71,21.409,8.444440,1018.29,87,0.00,0.00,270
4/21/2013,17:20:00,72.65,29.74,21.719,8.444440,1018.19,87,0.00,1.61,247
4/21/2013,17:30:00,68.84,29.71,20.546,8.444440,1018.19,87,0.00,1.61,292
4/21/2013,17:40:00,76.5,29.72,22.845,8.277780,1018.12,87,0.00,0.00,292
4/21/2013,17:50:00,67.54,29.67,20.115,8.333330,1018.12,87,0.00,0.00,292
4/21/2013,18:00:00,71.26,29.43,20.948,8.388890,1018.12,87,0.00,0.00,292
4/21/2013,18:10:00,74.6,29.55,22.073,8.388890,1018.12,87,0.00,0.00,292
4/21/2013,18:20:00,70.28,29.44,20.671,8.333330,1018.05,87,0.00,0.00,292
4/21/2013,18:30:00,70.28,29.51,20.749,8.333330,1018.02,87,0.00,0.00,292
4/21/2013,18:40:00,71.97,29.4,21.122,8.333330,1018.05,87,0.00,0.00,-1
4/21/2013,18:50:00,77.06,29.05,22.189,8.333330,1018.02,87,0.00,0.00,-1
4/21/2013,19:00:00,74.85,29.1,21.611,8.333330,1018.05,87,0.00,0.00,292
4/21/2013,19:10:00,69.34,29.23,20.163,8.333330,1018.05,87,0.00,0.00,292
4/21/2013,19:20:00,71.4,29.21,20.739,8.277780,1018.05,88,0.00,0.00,292
4/21/2013,19:30:00,74.95,29.16,21.711,8.222220,1018.15,88,0.00,0.00,-1
4/21/2013,19:40:00,73.31,29.25,21.34,8.222220,1018.05,88,0.00,0.00,-1
4/21/2013,19:50:00,74.18,29.07,21.383,8.222220,1018.19,88,0.00,0.00,292
4/21/2013,20:00:00,74.74,29.09,21.568,8.222220,1018.29,88,0.00,0.00,-1
4/21/2013,20:10:00,78.65,29.02,22.61,8.222220,1018.29,88,0.00,0.00,-1
4/21/2013,20:20:00,68.97,29.02,19.827,8.222220,1018.39,88,0.00,0.00,-1
4/21/2013,20:30:00,78.9,28.79,22.399,8.166670,1018.32,88,0.00,0.00,-1
4/21/2013,20:40:00,71.51,29.23,20.794,8.055560,1018.49,89,0.00,0.00,292
4/21/2013,20:50:00,68.21,29.23,19.834,7.944450,1018.56,89,0.00,0.00,-1
4/21/2013,21:00:00,69.8,29,20.044,7.833330,1018.66,90,0.00,1.61,292
4/21/2013,21:10:00,67.68,29.15,19.594,7.777780,1018.66,90,0.00,0.00,292
4/21/2013,21:20:00,69.8,29.03,20.076,7.666670,1018.70,90,0.00,0.00,-1
4/21/2013,21:30:00,69.54,29.08,20.056,7.666670,1018.76,90,0.00,0.00,-1
4/21/2013,21:40:00,71.97,29.11,20.791,7.611110,1018.83,90,0.00,0.00,-1
4/21/2013,21:50:00,74.38,28.93,21.277,7.500000,1018.83,91,0.00,0.00,-1
4/21/2013,22:00:00,80.54,28.95,23.065,7.444450,1018.83,91,0.00,0.00,-1
4/21/2013,22:10:00,69.07,28.98,19.812,7.333330,1018.90,91,0.00,0.00,-1
4/21/2013,22:20:00,70.78,29.12,20.458,7.333330,1018.83,91,0.00,0.00,-1
4/21/2013,22:30:00,78.14,29.24,22.734,7.333330,1018.83,91,0.00,0.00,-1
4/21/2013,22:40:00,76.79,28.8,21.812,7.333330,1018.80,92,0.00,0.00,292
4/21/2013,22:50:00,79.88,29,22.938,7.333330,1018.76,92,0.00,0.00,292
4/21/2013,23:00:00,74.27,28.83,21.13,7.277780,1018.80,92,0.00,1.61,292
4/21/2013,23:10:00,74.74,29.06,21.532,7.222220,1018.97,92,0.00,0.00,-1
4/21/2013,23:20:00,80.81,29.2,23.46,7.222220,1018.97,92,0.00,0.00,-1
4/21/2013,23:30:00,85.52,28.64,24.08,7.222220,1018.90,92,0.00,0.00,292
4/21/2013,23:40:00,76.07,28.85,21.666,7.277780,1018.83,92,0.00,0.00,292
4/21/2013,23:50:00,69.54,29.05,20.023,7.277780,1018.87,92,0.00,0.00,292
4/22/2013,0:00:00,79.26,29.06,22.835,7.277780,1018.73,92,0.00,0.00,292
4/22/2013,0:10:00,81.46,28.77,23.1,7.277780,1018.87,92,0.00,0.00,292
4/22/2013,0:20:00,76.06,28.66,21.44,7.277780,1018.73,93,0.00,0.00,292
4/22/2013,0:30:00,69.65,29.13,20.143,7.222220,1018.80,93,0.00,0.00,-1
4/22/2013,0:40:00,76.02,29.07,21.913,7.222220,1018.80,93,0.00,0.00,292
4/22/2013,0:50:00,78.66,29.36,23.035,7.222220,1018.80,93,0.00,0.00,292
4/22/2013,1:00:00,71.66,29.03,20.611,7.222220,1018.80,93,0.00,1.61,247
4/22/2013,1:10:00,73.97,29.1,21.357,7.222220,1018.76,93,0.00,1.61,247
4/22/2013,1:20:00,83.84,29.15,24.273,7.222220,1018.63,93,0.00,0.00,247
4/22/2013,1:30:00,69.39,29.13,20.068,7.222220,1018.43,93,0.00,0.00,247
4/22/2013,1:40:00,68.36,29.22,19.867,7.166670,1018.39,93,0.00,0.00,247
4/22/2013,1:50:00,69.13,29.07,19.927,7.166670,1018.36,93,0.00,1.61,247
4/22/2013,2:00:00,72.27,29.08,20.844,7.111110,1018.26,93,0.00,0.00,247
4/22/2013,2:10:00,74.64,29.09,21.539,7.111110,1018.15,93,0.00,0.00,247
4/22/2013,2:20:00,70.52,29.08,20.339,7.111110,1018.19,93,0.00,0.00,247
4/22/2013,2:30:00,71.35,29.14,20.646,7.111110,1018.09,93,0.00,0.00,247
4/22/2013,2:40:00,73.1,29.27,21.302,7.111110,1018.02,93,0.00,0.00,247
4/22/2013,2:50:00,69.54,29.22,20.21,7.111110,1018.02,93,0.00,0.00,-1
4/22/2013,3:00:00,68.26,29.14,19.752,7.055560,1018.02,93,0.00,0.00,-1
4/22/2013,3:10:00,79.16,29.25,23.043,7.055560,1017.88,93,0.00,0.00,-1
4/22/2013,3:20:00,71.92,29.19,20.867,7.055560,1017.99,93,0.00,0.00,-1
4/22/2013,3:30:00,75.46,28.94,21.598,7.000000,1017.92,94,0.00,0.00,-1
4/22/2013,3:40:00,77.42,29.09,22.341,6.944450,1017.95,94,0.00,0.00,247
4/22/2013,3:50:00,82.86,29.03,23.833,6.944450,1017.95,94,0.00,0.00,247
4/22/2013,4:00:00,82.61,29.22,24.008,6.944450,1017.95,94,0.00,0.00,247
4/22/2013,4:10:00,72.28,29.24,21.029,6.944450,1017.92,94,0.00,0.00,247
4/22/2013,4:20:00,70.12,29.28,20.445,6.944450,1017.88,94,0.00,0.00,247
4/22/2013,4:30:00,74.64,29.13,21.586,6.944450,1017.88,94,0.00,0.00,247
4/22/2013,4:40:00,81.43,29.22,23.665,6.944450,1017.85,94,0.00,0.00,247
4/22/2013,4:50:00,75.46,29.09,21.775,6.944450,1017.82,94,0.00,0.00,247
4/22/2013,5:00:00,70.11,29.15,20.298,6.888890,1017.75,94,0.00,0.00,247
4/22/2013,5:10:00,67.94,29.11,19.627,6.888890,1017.68,94,0.00,0.00,247
4/22/2013,5:20:00,67.43,29.24,19.618,6.944450,1017.65,94,0.00,1.61,247
4/22/2013,5:30:00,73.11,29.67,21.773,6.944450,1017.61,94,0.40,0.00,225
4/22/2013,5:40:00,67.43,29.24,19.618,6.944450,1017.68,94,0.00,0.00,-1
4/22/2013,5:50:00,69.19,29.35,20.251,6.944450,1017.61,94,0.00,1.61,225
4/22/2013,6:00:00,71.66,29.27,20.883,6.944450,1017.58,94,0.20,1.61,225
4/22/2013,6:10:00,69.91,29.39,20.506,6.833330,1017.65,94,0.00,0.00,225
4/22/2013,6:20:00,73,29.16,21.146,6.833330,1017.71,94,0.20,0.00,-1
4/22/2013,6:30:00,73.72,29.15,21.343,6.777780,1017.71,94,0.00,1.61,225
4/22/2013,6:40:00,77.22,29.29,22.528,6.666670,1017.71,94,0.00,0.00,-1
4/22/2013,6:50:00,76.22,28.92,21.792,6.666670,1017.75,94,0.00,0.00,-1
4/22/2013,7:00:00,73.41,29.31,21.439,6.666670,1017.82,94,0.00,0.00,-1
4/22/2013,7:10:00,71.97,29.24,20.939,6.666670,1017.82,94,0.00,0.00,-1
4/22/2013,7:20:00,71.15,29.41,20.892,6.666670,1017.82,94,0.00,0.00,-1
4/22/2013,7:30:00,71.25,29.25,20.741,6.666670,1017.95,94,0.00,0.00,-1
4/22/2013,7:40:00,73.47,29.35,21.503,6.666670,1018.05,94,0.00,0.00,-1
4/22/2013,7:50:00,72.23,29.21,20.98,6.722220,1018.05,94,0.00,0.00,-1
4/22/2013,8:00:00,74.74,29.11,21.591,6.888890,1018.09,94,0.00,0.00,-1
4/22/2013,8:10:00,72.18,29.27,21.034,7.055560,1018.15,94,0.00,0.00,-1
4/22/2013,8:20:00,71.35,29.23,20.747,7.055560,1018.19,94,0.00,1.61,315
4/22/2013,8:30:00,75.88,29.31,22.161,7.055560,1018.19,94,0.00,0.00,315
4/22/2013,8:40:00,74.34,29.21,21.593,6.944450,1018.29,94,0.00,0.00,-1
4/22/2013,8:50:00,69.71,29.54,20.615,7.055560,1018.22,94,0.00,0.00,-1
4/22/2013,9:00:00,69.66,29.62,20.69,7.166670,1018.12,94,0.00,0.00,-1
4/22/2013,9:10:00,69.82,29.61,20.726,7.222220,1018.26,94,0.00,1.61,315
4/22/2013,9:20:00,77.27,29.19,22.42,7.166670,1018.29,94,0.00,0.00,180
4/22/2013,9:30:00,75.47,29.36,22.101,7.222220,1018.22,94,0.00,0.00,180
4/22/2013,9:40:00,71.71,29.29,20.92,7.222220,1018.32,94,0.00,0.00,180
4/22/2013,9:50:00,76.13,29.32,22.246,7.333330,1018.32,94,0.00,0.00,180
4/22/2013,10:00:00,71.46,29.3,20.858,7.444450,1018.29,94,0.00,0.00,180
4/22/2013,10:10:00,68.36,29.32,19.975,7.611110,1018.29,93,0.00,0.00,-1
4/22/2013,10:20:00,69.18,29.19,20.072,7.722220,1018.36,93,0.00,0.00,-1
4/22/2013,10:30:00,67.22,29.17,19.483,7.611110,1018.39,92,0.00,0.00,180
4/22/2013,10:40:00,78.66,29.3,22.96,7.833330,1018.29,92,0.00,0.00,225
4/22/2013,10:50:00,79.47,29.19,23.058,8.055560,1018.32,91,0.00,0.00,225
4/22/2013,11:00:00,74.28,29.1,21.447,8.222220,1018.15,90,0.00,1.61,292
4/22/2013,11:10:00,83.85,29.51,24.756,8.388890,1018.19,89,0.00,0.00,292
4/22/2013,11:20:00,70.9,29.48,20.899,8.388890,1018.05,88,0.00,0.00,292
4/22/2013,11:30:00,71.1,29.48,20.958,8.500000,1017.99,88,0.00,1.61,292
4/22/2013,11:40:00,80.56,29.53,23.811,8.444440,1018.05,87,0.00,0.00,292
4/22/2013,11:50:00,78.61,29.44,23.121,8.444440,1018.12,87,0.00,0.00,-1
4/22/2013,12:00:00,71.98,29.41,21.136,8.500000,1017.95,87,0.00,0.00,292
4/22/2013,12:10:00,75.53,29.57,22.372,8.611110,1017.99,87,0.00,0.00,292
4/22/2013,12:20:00,70.48,29.46,20.752,8.666670,1017.88,87,0.00,0.00,-1
4/22/2013,12:30:00,78.15,29.53,23.098,8.611110,1017.88,87,0.00,0.00,292
4/22/2013,12:40:00,73.06,29.45,21.5,8.500000,1017.85,87,0.00,0.00,315
4/22/2013,12:50:00,75.68,29.41,22.223,8.666670,1017.75,87,0.00,0.00,315
